iteration	traits	posterior_prob	regional_prob	candidate_snp	posterior_explained_by_snp	dropped_trait
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7505	0.7589	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7507	0.759	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7507	0.759	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
12	hct, hgb	0.7507	0.759	11:116423307	0.3399	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8908	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8907	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
1	bipolar, hlr, hlr_p, ret, ret_p	0.8909	0.9977	11:116571250	1	NA
2	pdw, UKBB_chol	0.9932	1	11:116639104	0.8215	NA
6	cad, mchc	0.9855	1	11:116662579	0.9977	NA
2	Klarin_HDL, Klarin_TG	0.9779	0.9917	11:117183650	0.8488	NA
3	baso_neut_sum, gran, ibd, myeloid_wbc, neut, neut_eo_sum, uc, wbc	0.7598	0.8006	11:118083664	0.4672	NA
7	Klarin_LDL, Klarin_TC	0.9842	0.9962	11:118509668	0.3329	NA
1	Klarin_LDL, Klarin_TC	0.9816	0.996	11:118509668	0.3298	NA
1	Klarin_LDL, Klarin_TC	0.9816	0.996	11:118509668	0.3298	NA
1	Klarin_LDL, Klarin_TC	0.9816	0.996	11:118509668	0.3298	NA
1	Klarin_LDL, Klarin_TC	0.9816	0.996	11:118509668	0.3298	NA
1	Klarin_LDL, Klarin_TC	0.9834	0.9961	11:118509668	0.3301	NA
6	eo_p, eo_p_gran, lymph, neut_p_gran, Eczema	0.7447	0.7574	11:118741842	0.865	NA
1	Klarin_LDL, Klarin_TC	0.9835	0.9961	11:118509668	0.3301	NA
6	eo_p, eo_p_gran, lymph, neut_p_gran, Eczema	0.7447	0.7574	11:118741842	0.865	NA
3	Klarin_LDL, Klarin_TC	0.9835	0.9961	11:118509668	0.3301	NA
5	eo_p, eo_p_gran, lymph, neut_p_gran, Eczema	0.7447	0.7574	11:118741842	0.865	NA
3	Klarin_LDL, Klarin_TC	0.9835	0.9961	11:118509668	0.3301	NA
5	eo_p, eo_p_gran, lymph, neut_p_gran, Eczema	0.7447	0.7574	11:118741842	0.865	NA
7	cad, T2D	0.8682	0.8854	11:118949083	0.3366	NA
7	cad, T2D	0.8679	0.8853	11:118949083	0.3366	NA
7	cad, T2D	0.868	0.8853	11:118949083	0.3366	NA
2	pct, plt, ret	0.9522	1	11:119088883	0.5115	NA
8	cad, pct, plt	0.8435	0.9331	11:120224544	0.2192	NA
8	cad, pct, plt	0.8435	0.9331	11:120224544	0.2192	NA
1	bipolar, SCZ	0.9626	1	11:120441139	1	NA
1	bipolar, SCZ	0.9859	1	11:120441139	1	NA
3	mch, rdw	0.7197	0.7256	11:122942908	0.3444	NA
6	gran_p_myeloid_wbc, Klarin_HDL, lymph, mono, mono_p	0.7931	0.8734	11:122557750	0.9478	NA
3	mch, rdw	0.7197	0.7256	11:122942908	0.3444	NA
3	mch, rdw	0.7197	0.7256	11:122942908	0.3444	NA
3	mch, rdw	0.7196	0.7256	11:122942908	0.3444	NA
2	Klarin_LDL, Klarin_TC	0.996	1	11:126250774	0.8678	NA
12	mch, mcv	0.956	0.9758	11:127936590	0.2972	NA
3	ibd, uc	0.9794	0.9826	11:128385906	0.7537	NA
4	lymph_p, neut_p	0.9755	0.985	11:128410836	0.4977	NA
6	baso, baso_p, baso_p_gran, eo_p, eo_p_gran, neut_p_gran, Eczema	0.8006	0.8372	11:128186882	0.9997	NA
2	lymph, lymph_p, neut_p	0.7936	0.994	11:128410836	0.5212	NA
3	baso_neut_sum, gran, mono, myeloid_wbc, neut_eo_sum, wbc	1	1	11:128328913	1	NA
5	baso, baso_p, baso_p_gran, eo_p, eo_p_gran, neut_p_gran, Eczema	0.8006	0.8372	11:128186882	0.9997	NA
6	neut, pct, plt	0.7074	0.9999	11:128328913	1	NA
8	crohns, ibd, uc	0.9008	0.912	11:128385906	0.8034	NA
2	lymph, lymph_p, neut_p	0.7936	0.994	11:128410836	0.5212	NA
3	baso_neut_sum, gran, mono, myeloid_wbc, neut_eo_sum, wbc	1	1	11:128328913	1	NA
5	baso, baso_p, baso_p_gran, eo_p, eo_p_gran, neut_p_gran, Eczema	0.8009	0.8372	11:128186882	0.9997	NA
6	neut, pct, plt	0.7074	0.9999	11:128328913	1	NA
8	crohns, ibd, uc	0.9008	0.912	11:128385906	0.8034	NA
2	lymph, lymph_p, neut_p	0.7936	0.994	11:128410836	0.5212	NA
3	baso_neut_sum, gran, mono, myeloid_wbc, neut_eo_sum, wbc	1	1	11:128328913	1	NA
5	baso, baso_p, baso_p_gran, eo_p, eo_p_gran, neut_p_gran, Eczema	0.8009	0.8372	11:128186882	0.9997	NA
6	neut, pct, plt	0.7074	0.9999	11:128328913	1	NA
8	crohns, ibd, uc	0.9008	0.912	11:128385906	0.8034	NA
2	lymph, lymph_p, neut_p	0.7936	0.994	11:128410836	0.5212	NA
3	baso_neut_sum, gran, mono, myeloid_wbc, neut_eo_sum, wbc	1	1	11:128328913	1	NA
5	baso, baso_p, baso_p_gran, eo_p, eo_p_gran, neut_p_gran, Eczema	0.8009	0.8372	11:128186882	0.9997	NA
6	neut, pct, plt	0.7074	0.9999	11:128328913	1	NA
8	crohns, ibd, uc	0.9008	0.912	11:128385906	0.8034	NA
3	baso, baso_neut_sum, gran, lymph, mono, myeloid_wbc, neut, neut_eo_sum, pct, plt, wbc	0.7252	0.9952	11:128328913	1	NA
6	crohns, ibd, uc	0.8679	0.912	11:128385906	0.8034	NA
3	baso, baso_neut_sum, gran, lymph, mono, myeloid_wbc, neut, neut_eo_sum, wbc	0.9707	0.9972	11:128335578	0.8878	NA
4	pct, plt	0.9961	0.9999	11:128571710	0.78	NA
7	crohns, ibd, uc	0.8679	0.912	11:128385906	0.8034	NA
2	lymph, lymph_p, neut_p	0.8622	0.994	11:128410836	0.5212	NA
3	baso_neut_sum, gran, mono, myeloid_wbc, neut_eo_sum, wbc	0.9555	0.9994	11:128349430	0.6274	NA
5	pct, plt	0.9961	0.9999	11:128571710	0.78	NA
8	crohns, ibd, uc	0.8679	0.912	11:128385906	0.8034	NA
9	baso, neut	0.9402	0.946	11:128349430	0.473	NA
2	lymph, lymph_p, neut_p	0.971	0.994	11:128410836	0.5212	NA
6	pct, plt	0.9961	0.9999	11:128571710	0.78	NA
8	crohns, ibd, uc	0.8822	0.9169	11:128385906	1	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
4	hct, hgb, rbc	0.9535	0.9907	11:13333851	0.4555	NA
2	bipolar, UKBB_sbp	0.8083	0.8135	11:134088682	1	NA
2	bipolar, UKBB_sbp	0.8083	0.8135	11:134088682	1	NA
1	bipolar, SCZ	1	1	11:134876110	1	NA
1	crohns, wbc	0.9979	1	1:114377568	0.8048	NA
1	crohns, wbc	0.9979	1	1:114377568	0.8048	NA
1	crohns, wbc	0.9979	1	1:114377568	0.8048	NA
1	crohns, wbc	0.9979	1	1:114377568	0.8048	NA
1	bipolar, rbc, SCZ	0.7016	0.88	1:115040932	1	NA
2	mch, mcv	0.9915	1	1:114989211	0.2705	NA
1	mch, rbc	0.9844	0.9875	1:115000060	0.5136	NA
9	UKBB_sbp, T2D	0.7358	0.7572	1:115823387	0.3101	NA
9	UKBB_sbp, T2D	0.7358	0.7572	1:115823387	0.3101	NA
9	UKBB_sbp, T2D	0.7358	0.7572	1:115823387	0.3101	NA
9	UKBB_sbp, T2D	0.7358	0.7572	1:115823387	0.3101	NA
9	UKBB_sbp, T2D	0.7365	0.7572	1:115823387	0.3101	NA
11	UKBB_sbp, T2D	0.7379	0.7572	1:115823387	0.3101	NA
2	mcv, rdw	0.9929	1	11:16337880	0.5229	NA
3	cad, hlr, hlr_p, ret, ret_p, T2D	0.7011	0.7272	11:16510972	0.7208	NA
4	DepAffect, Worry	0.9845	0.9931	11:16355771	0.8528	NA
2	mcv, rdw	0.9929	1	11:16337880	0.5229	NA
3	cad, hlr, hlr_p, ret, ret_p, T2D	0.7011	0.7272	11:16510972	0.7208	NA
4	DepAffect, Worry	0.9845	0.9931	11:16355771	0.8528	NA
2	hlr, hlr_p, mch, mcv, rbc, ret, ret_p	0.983	0.9997	11:16775862	0.6648	NA
17	hct, hgb	0.7913	0.8167	11:17028745	0.1184	NA
2	hlr, hlr_p, mch, mcv, rbc, ret, ret_p	0.983	0.9997	11:16775862	0.6648	NA
17	hct, hgb	0.7913	0.8167	11:17028745	0.1184	NA
2	hlr, hlr_p, mch, mcv, rbc, ret, ret_p	0.983	0.9997	11:16775862	0.6648	NA
17	hct, hgb	0.7913	0.8167	11:17028745	0.1184	NA
3	UKBB_sbp, T2D, BMI	0.7397	0.9074	11:17408630	0.9458	NA
1	bipolar, SCZ	1	1	1:117550623	1	NA
15	mch, mcv	0.7066	0.7279	1:117999364	0.4679	NA
1	bipolar, mch, mcv	0.9061	0.9487	1:117999364	1	NA
1	mch, rbc	0.8306	0.8549	1:11865804	0.1856	NA
3	pct, plt	0.9992	1	1:12032030	0.9929	NA
2	baso_neut_sum, crohns, gran, gran_p_myeloid_wbc, ibd, lymph_p, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, wbc	0.9464	0.9876	11:308180	1	NA
3	mpv, pct, plt, rdw, ret, ret_p	0.7136	0.7192	11:233067	0.9617	NA
1	mch, rbc	0.8306	0.8549	1:11865804	0.1856	NA
3	pct, plt	0.9992	1	1:12032030	0.9929	NA
6	eo_p, eo_p_gran	0.7757	0.7807	1:12097568	0.8282	NA
1	mch, rbc	0.8306	0.8549	1:11865804	0.1856	NA
3	pct, plt	0.9992	1	1:12032030	0.9929	NA
6	eo_p, eo_p_gran	0.7757	0.7807	1:12097568	0.8282	NA
2	baso_neut_sum, crohns, gran, gran_p_myeloid_wbc, ibd, lymph_p, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, wbc	0.9464	0.9876	11:308180	1	NA
3	mpv, pct, plt, rdw, ret, ret_p	0.7136	0.7192	11:233067	0.9617	NA
3	baso_neut_sum, crohns, gran, gran_p_myeloid_wbc, ibd, lymph_p, mono, mono_p, myeloid_wbc, neut, neut_eo_sum, neut_p, wbc	0.9464	0.9876	11:308180	1	NA
4	mpv, pct, plt, rdw, ret, ret_p	0.7135	0.7192	11:233067	0.9617	NA
3	cad, T2D	0.7761	0.7793	11:2847069	0.871	NA
6	pct, plt	0.994	0.997	11:2717680	0.9402	NA
4	cad, T2D	0.7761	0.7793	11:2847069	0.871	NA
6	pct, plt	0.9939	0.997	11:2717680	0.9402	NA
4	cad, T2D	0.7761	0.7793	11:2847069	0.871	NA
6	pct, plt	0.9939	0.997	11:2717680	0.9402	NA
4	cad, T2D	0.7761	0.7793	11:2847069	0.871	NA
6	pct, plt	0.9939	0.997	11:2717680	0.9402	NA
1	ibd, uc	0.9984	0.9993	1:1194804	0.9838	NA
4	cad, T2D	0.7757	0.7793	11:2847069	0.871	NA
6	pct, plt	0.9939	0.997	11:2717680	0.9402	NA
1	bipolar, SCZ	0.8592	1	11:29250680	1	NA
2	bipolar, hct, hgb, rbc	0.932	1	11:30760335	1	NA
1	hct, hgb, rbc	0.784	1	11:30945757	0.5747	NA
1	irf, SCZ	0.8306	0.8528	11:31444646	0.9687	NA
3	hct, hgb, rbc	0.9987	1	11:31424823	0.9983	NA
1	irf, SCZ	0.8286	0.8528	11:31444646	0.9687	NA
3	hct, hgb, rbc	0.9999	1	11:31424823	1	NA
1	irf, SCZ	0.7106	0.7268	11:31561850	1	NA
7	hlr, hlr_p, ret, ret_p	0.7962	0.7984	11:31993727	1	NA
1	irf, SCZ	0.7106	0.7268	11:31561850	1	NA
7	hlr, hlr_p, ret, ret_p	0.7962	0.7984	11:31993727	1	NA
7	hlr, hlr_p, ret, ret_p	0.7963	0.7984	11:31993727	1	NA
10	hlr, hlr_p, ret, ret_p	0.7963	0.7984	11:31993727	1	NA
10	hlr, hlr_p, ret, ret_p	0.7963	0.7984	11:31993727	1	NA
10	hlr, hlr_p, ret, ret_p	0.7963	0.7984	11:31993727	1	NA
10	hlr, hlr_p, ret, ret_p	0.7963	0.7984	11:31993727	1	NA
1	bipolar, SCZ	0.9992	1	11:32549463	0.9982	NA
3	hlr, hlr_p	0.9879	0.9881	11:44553121	0.9996	NA
3	hlr, hlr_p, irf, rdw, ret, ret_p	0.879	0.8958	11:44595224	0.5023	NA
5	DepAffect, UKBB_sbp	0.9451	0.949	11:46231998	0.9996	NA
5	DepAffect, UKBB_sbp	0.9451	0.949	11:46231998	0.9996	NA
1	bipolar, SCZ	1	1	11:46018139	1	NA
4	DepAffect, UKBB_sbp	0.9443	0.9484	11:46231998	0.9989	NA
1	bipolar, SCZ	1	1	11:46018139	1	NA
4	DepAffect, UKBB_sbp	0.9448	0.9486	11:46231998	0.9989	NA
1	bipolar, SCZ	1	1	11:46309968	1	NA
2	Klarin_HDL, Klarin_TG, lymph, lymph_p, mono, mono_p, UKBB_sbp	0.7934	0.8639	11:46741495	0.3988	NA
2	Klarin_HDL, lymph, lymph_p, mono, mono_p, UKBB_sbp	0.7159	0.7929	11:46981646	0.9826	NA
1	bipolar, SCZ	0.9053	1	11:47179861	0.5838	NA
3	hct, hgb, rbc	0.9155	0.9936	1:147285453	0.1545	NA
1	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
5	lymph, lymph_p, mono, mono_p, UKBB_sbp	0.7087	0.9916	11:47282024	0.3157	NA
6	DepAffect, Worry	0.9958	1	11:47276675	0.4883	NA
7	Klarin_LDL, mch, mcv, rdw	0.8537	0.8586	11:47396654	1	NA
1	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
6	lymph_p, mono, UKBB_sbp	0.7535	0.9823	11:47282024	0.2554	NA
8	mch, mcv, rdw	0.9187	0.9768	11:47468569	0.5989	NA
1	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
6	lymph_p, mono, UKBB_sbp	0.756	0.9823	11:47282024	0.2554	NA
8	mch, mcv, rdw	0.9187	0.9768	11:47468569	0.5989	NA
1	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
7	lymph_p, mono, UKBB_sbp	0.756	0.9823	11:47282024	0.2554	NA
9	mch, mcv, rdw	0.9121	0.9768	11:47468569	0.5989	NA
1	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
7	lymph_p, mono, UKBB_sbp	0.756	0.9823	11:47282024	0.2554	NA
9	mch, mcv, rdw	0.9121	0.9768	11:47468569	0.5989	NA
1	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
7	lymph_p, mono, UKBB_sbp	0.756	0.9823	11:47282024	0.2554	NA
9	mch, mcv, rdw	0.9121	0.9768	11:47468569	0.5989	NA
1	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
7	lymph_p, mono, UKBB_sbp	0.756	0.9823	11:47282024	0.2554	NA
9	mch, mcv, rdw	0.9121	0.9768	11:47468569	0.5989	NA
1	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
7	lymph_p, mono, UKBB_sbp	0.7559	0.9823	11:47282024	0.2554	NA
9	mch, mcv, rdw	0.9121	0.9768	11:47468569	0.5989	NA
2	Klarin_HDL, Klarin_TG	0.8656	1	11:47286290	0.6139	NA
7	lymph_p, mono, UKBB_sbp	0.7598	0.9823	11:47282024	0.2554	NA
9	mch, mcv, rdw	0.9121	0.9768	11:47468569	0.5989	NA
5	Klarin_HDL, lymph_p, mono	0.8572	0.9923	11:47249294	0.6729	NA
8	mch, mcv, rdw	0.9066	0.9768	11:47468569	0.5989	NA
6	Klarin_HDL, Klarin_TG, mono	0.8966	0.901	11:47360412	1	NA
8	mch, mcv, rdw	0.8942	0.9768	11:47468569	0.5989	NA
9	lymph, lymph_p	0.8453	0.9134	11:47495202	0.2084	NA
6	Klarin_HDL, lymph_p	0.9149	0.9409	11:47441664	0.514	NA
8	mch, mcv, rdw	0.8994	0.9773	11:47468569	0.6026	NA
6	Klarin_HDL, lymph_p	0.9149	0.9409	11:47441664	0.514	NA
8	mch, mcv, rdw	0.8994	0.9773	11:47468569	0.6026	NA
6	Klarin_HDL, lymph_p	0.9149	0.9409	11:47441664	0.514	NA
8	mch, mcv, rdw	0.8994	0.9773	11:47468569	0.6026	NA
6	Klarin_HDL, lymph_p	0.9149	0.9409	11:47441664	0.514	NA
8	mch, mcv, rdw	0.8994	0.9773	11:47468569	0.6026	NA
6	Klarin_HDL, lymph_p	0.9164	0.9409	11:47441664	0.5142	NA
8	mch, mcv, rdw	0.8981	0.9773	11:47468569	0.6026	NA
6	Klarin_HDL, lymph_p	0.9164	0.9409	11:47441664	0.5142	NA
8	mch, mcv, rdw	0.8981	0.9773	11:47468569	0.6026	NA
6	Klarin_HDL, lymph_p	0.9164	0.9409	11:47441664	0.5142	NA
8	mch, mcv, rdw	0.8981	0.9773	11:47468569	0.6026	NA
6	Klarin_HDL, lymph_p	0.909	0.9266	11:47558220	0.9922	NA
1	bipolar, pct, plt, T2D	0.7235	0.9998	11:47841862	0.6141	NA
9	mcv, wbc	0.9982	1	11:47969152	0.9875	NA
1	bipolar, pct, plt, T2D	0.7235	0.9998	11:47841862	0.6141	NA
9	mcv, wbc	0.9982	1	11:47969152	0.9875	NA
1	bipolar, pct, plt, T2D	0.7357	0.9998	11:47841862	0.6141	NA
6	Klarin_HDL, lymph_p	0.8956	0.9109	11:48028343	0.3287	NA
8	mcv, wbc	0.9981	1	11:47969152	0.9875	NA
1	bipolar, pct, plt, T2D	0.7453	0.9998	11:47841862	0.6141	NA
6	Klarin_HDL, lymph_p	0.8956	0.9109	11:48028343	0.3287	NA
8	mcv, wbc	0.9981	1	11:47969152	0.9875	NA
1	bipolar, pct, plt, T2D	0.7486	0.9998	11:47841862	0.6141	NA
6	Klarin_HDL, lymph_p	0.9089	0.9152	11:48028343	0.9434	NA
1	bipolar, pct, plt, T2D, BMI	0.7518	0.9999	11:47841862	0.6306	NA
1	pct, plt, SCZ, T2D, BMI	0.7529	0.9995	11:47860954	0.5654	NA
5	Klarin_HDL, lymph_p	0.9081	0.9168	11:48028343	0.9622	NA
1	pct, plt, SCZ, T2D, BMI	0.8122	0.9995	11:47860954	0.5654	NA
5	Klarin_HDL, lymph_p	0.9091	0.9174	11:48028343	0.9636	NA
1	bipolar, pct, plt, T2D, BMI	0.9069	0.9999	11:47841862	1	NA
6	DepAffect, Worry	0.9914	0.9984	11:47907641	0.4912	NA
1	bipolar, pct, plt, T2D, BMI	0.9183	0.9995	11:47864842	0.5332	NA
6	DepAffect, Worry	0.9914	0.9984	11:47907641	0.4912	NA
2	Klarin_HDL, Klarin_TC	0.8337	0.9669	11:49373690	0.4244	NA
1	bipolar, cad, gran_p_myeloid_wbc	0.7398	0.8883	1:149906413	1	NA
1	bipolar, cad, gran_p_myeloid_wbc	0.7398	0.8883	1:149906413	1	NA
1	bipolar, cad, gran_p_myeloid_wbc	0.7398	0.8883	1:149906413	1	NA
1	bipolar, cad, gran_p_myeloid_wbc	0.7397	0.8883	1:149906413	1	NA
3	mono, mono_p	0.9999	1	1:150241230	1	NA
4	hct, hgb, pct, plt	0.7102	0.7164	1:150267798	0.7588	NA
4	hct, hgb, pct, plt	0.7102	0.7164	1:150267798	0.7588	NA
4	hct, hgb, pct, plt	0.7102	0.7164	1:150267798	0.7588	NA
1	bipolar, pct, Eczema	0.8328	0.9999	1:150430472	0.9534	NA
1	bipolar, pct, Eczema	0.8328	0.9999	1:150430472	0.9534	NA
1	bipolar, pct, Eczema	0.8328	0.9999	1:150430472	0.9534	NA
1	bipolar, pct, Eczema	0.8328	0.9999	1:150430472	0.9534	NA
4	baso_neut_sum, gran, myeloid_wbc, neut, neut_eo_sum, wbc	0.7114	0.7152	1:150103261	1	NA
2	eo_p, eo_p_gran, gran_p_myeloid_wbc, mono, mono_p, mpv, neut_p_gran	0.984	0.9939	1:150595537	0.6768	NA
6	ibd, uc	0.9997	0.9998	1:150679033	1	NA
2	eo_p, eo_p_gran, gran_p_myeloid_wbc, mono, mono_p, mpv, neut_p_gran	0.984	0.9939	1:150595537	0.6768	NA
6	ibd, uc	0.9997	0.9998	1:150679033	1	NA
2	eo_p, eo_p_gran, gran_p_myeloid_wbc, mono, mono_p, mpv, neut_p_gran	0.9839	0.9939	1:150595537	0.6768	NA
6	ibd, uc	0.9997	0.9998	1:150679033	1	NA
2	eo_p, eo_p_gran, mono, neut_p_gran	0.9996	1	1:150782797	1	NA
5	ibd, uc	0.9996	0.9998	1:150679033	1	NA
2	eo_p, eo_p_gran, mono, neut_p_gran	0.9996	1	1:150782797	1	NA
5	ibd, uc	0.9996	0.9998	1:150679033	1	NA
1	gran_p_myeloid_wbc, lymph, mono, mono_p, neut_p, pct, plt	0.9037	0.9808	1:151217738	0.5814	NA
13	pdw, Worry	0.8429	0.9263	1:154187305	0.3121	NA
13	pdw, Worry	0.8429	0.9263	1:154187305	0.3121	NA
13	pdw, Worry	0.8429	0.9263	1:154187305	0.3121	NA
1	bipolar, pdw, SCZ	0.863	0.9985	1:154865125	1	NA
3	eo_p, eo_p_gran, neut_p_gran	0.9329	0.9406	1:154995503	0.868	NA
4	crohns, rdw	0.771	0.9907	1:155253583	0.1943	NA
3	hlr, hlr_p, ret, ret_p	1	1	1:155310443	1	NA
3	hlr, hlr_p, ret, ret_p	1	1	1:155310443	1	NA
1	mono, SCZ	0.9514	0.9782	1:156224304	0.9003	NA
2	baso, bipolar	0.7322	0.7368	1:156275281	1	NA
4	pct, plt	0.9878	1	1:156434703	0.2318	NA
1	mono, SCZ	0.9514	0.9782	1:156224304	0.9003	NA
2	baso, bipolar	0.7322	0.7368	1:156275281	1	NA
4	pct, plt	0.9878	1	1:156434703	0.2318	NA
3	pct, plt	0.9812	1	1:156434703	0.1835	NA
3	pct, plt	0.9812	1	1:156434703	0.1835	NA
3	pct, plt	0.9812	1	1:156434703	0.1835	NA
3	pct, plt	0.9812	1	1:156434703	0.1835	NA
3	pct, plt	0.9812	1	1:156434703	0.1835	NA
3	pct, plt	0.9812	1	1:156434703	0.1835	NA
3	pct, plt	0.9812	1	1:156434703	0.1835	NA
1	bipolar, SCZ	1	1	1:156480324	1	NA
2	mpv, pdw	0.989	0.9923	1:156869714	0.937	NA
3	pct, plt	0.9834	1	1:156450873	0.2038	NA
5	mch, mcv, UKBB_sbp	0.9626	0.9961	11:57585662	0.544	NA
1	bipolar, SCZ	0.9028	1	1:158708549	0.7242	NA
1	Klarin_LDL, SCZ	0.7237	0.731	1:160399586	1	NA
3	lymph, lymph_p	0.9784	0.9993	1:160794456	0.2731	NA
1	bipolar, SCZ	1	1	1:160957494	1	NA
1	bipolar, SCZ	1	1	1:160957494	1	NA
1	bipolar, SCZ	1	1	11:61454190	1	NA
1	bipolar, hct, hgb, rbc	0.838	0.9975	1:161678311	1	NA
2	ibd, neut_p, uc	0.9796	0.9805	1:161472158	1	NA
3	baso, baso_p, baso_p_gran	0.9934	0.9939	1:161479745	1	NA
6	pct, plt	0.8738	0.8739	1:161708194	1	NA
3	mpv, rdw	0.903	1	11:61571382	0.6072	NA
3	mpv, rdw	0.903	1	11:61571382	0.6072	NA
